"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station","asking_price","predicted_price","profit","buy"
14006,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"W13","D",186,9,7.8,3.2,239,98,"Very Poor","owner-occupied",51.518042,-0.312898,67,41,3,"west ealing","Thames Water",64800,"Ealing","rail",0,1,0,0.5145192,1310000,1025857.01297643,-0.216903043529444,0
8612,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG8","D",69,3,3.6,1.7,299,139,"Average","owner-occupied",51.603963,0.038921,140,17,4,"woodford","Thames Water",54400,"Redbridge","tube",1,0,0,0.6779474,310000,242588.172884065,-0.217457506825597,0
9071,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM12","D",93,5,4.2,1.6,257,93,"Average","owner-occupied",51.54316,0.207056,47,11,6,"elm park","Essex & Suffolk Water",51000,"Havering","tube",1,0,0,0.8923304,429000,335344.080260902,-0.218312167224004,0
2691,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"E4","E",120,6,5.8,2.1,276,96,"Average","owner-occupied",51.627779,-0.015363,63,45,5,"chingford","Thames Water",45500,"Waltham Forest","light_rail",0,0,1,1.3068042,637000,497931.168576433,-0.2183184166775,0
9185,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM8","C",111,6,3.6,2.1,182,103,"Average","owner-occupied",51.545671,0.119171,92,7,5,"becontree","Essex & Suffolk Water",39400,"Barking and Dagenham","tube",1,0,0,0.6537128,457000,357191.741889053,-0.218398814247149,0
4544,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E11","E",104,5,4.6,1.4,281,96,"Good","owner-occupied",51.571185,-0.003442,47,21,3,"leyton midland road","Thames Water",50300,"Redbridge","light_rail",0,0,1,0.3268564,838000,654697.043768146,-0.218738611255196,0
10940,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","E",60,4,4.1,0.7,386,61,"Very Poor","owner-occupied",51.559745,-0.376416,124,38,5,"northolt park","Affinity Water",52200,"Harrow","rail",0,1,0,0.848211,462000,360742.207026801,-0.219172712063202,0
1247,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SE21","D",82,4,3.4,1.3,276,116,"Poor","owner-occupied",51.45005,-0.086822,62,30,2,"north dulwich","Thames Water",76600,"Southwark","rail",0,1,0,0.4617002,1131000,881594.334870851,-0.220517829468743,0
212,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE19","D",69,3,3.6,2.2,270,166,"Good","rental (private)",51.411186,-0.077588,82,80,4,"anerley","Thames Water",51400,"Croydon","light_rail",0,1,1,1.096771,358000,278334.345411056,-0.222529761421632,0
11963,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR1","D",132,6,5.5,2.6,238,110,"Average","owner-occupied",51.404588,0.036137,55,67,5,"bickley","Thames Water",62900,"Bromley","rail",0,1,0,0.640042,630000,489803.82238914,-0.222533615255334,0
10677,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW10","D",57,3,3.1,1.3,284,118,"Good","rental (private)",51.532311,-0.22265,158,44,2,"kensal green","Thames Water",53700,"Brent","tube",2,0,1,0.1746134,647000,502993.684583289,-0.222575448866632,0
15131,NA,NA,"T","N","F",NA,NA,NA,"CHADWELL HEATH",NA,NA,"RM6","D",96,5,3.9,1.4,234,84,"Average","owner-occupied",51.570499,0.142043,78,19,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge","rail",0,1,0,0.6735976,450000,349487.924270926,-0.223360168286831,0
15077,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"EN3","E",103,6,5.9,3.3,324,182,"Good","owner-occupied",51.668926,-0.04577,80,25,6,"turkey street","Thames Water",39700,"Enfield","light_rail",0,0,1,0.4063956,545000,423123.617781302,-0.223626389392106,0
5704,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR0","C",63,3,1.7,1.7,137,137,"Good","rental (private)",51.3706,-0.095681,69,66,3,"george street","Thames Water",51400,"Croydon","light_rail",0,0,1,0.4703998,324000,251517.721808692,-0.223710735158358,0
13676,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR1","F",86,3,6.3,2.4,418,154,"Poor","owner-occupied",51.411923,0.007674,107,70,4,"shortlands","Thames Water",56100,"Bromley","rail",0,1,0,0.6220214,544000,422129.299112769,-0.224027023689763,0
9425,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","D",112,6,4.7,2.4,217,113,"Average","owner-occupied",51.434939,-0.156741,60,31,3,"tooting bec","Thames Water",61600,"Wandsworth","tube",1,0,0,0.1976052,793000,615077.870608692,-0.224365863040742,0
10015,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB8","C",83,5,2.5,1.2,168,79,"Good","owner-occupied",51.525586,-0.477918,45,33,6,"west drayton","Affinity Water",51700,"Hillingdon","rail",0,1,0,1.1738246,480000,372089.533139024,-0.224813472627034,0
1398,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE13","E",116,7,6.3,3.1,305,149,"Good","owner-occupied",51.457452,-0.024545,178,24,3,"ladywell","Thames Water",58200,"Lewisham","rail",0,1,0,0.2442102,854000,661358.10760829,-0.225575986407155,0
8196,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE6","E",125,7,8.8,4.5,333,161,"Very Poor","owner-occupied",51.442142,0.001171,94,30,3,"hither green","Thames Water",56800,"Lewisham","rail",0,1,0,0.9675198,656000,507950.619605438,-0.225685031089271,0
6273,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG8","E",114,6,5.9,1.9,292,95,"Average","owner-occupied",51.60032,0.03792,131,13,4,"woodford","Thames Water",54400,"Redbridge","tube",1,0,0,0.8587748,523000,404648.813171385,-0.226292900245919,0
2000,NA,NA,"F","N","L",NA,NA,NA,"CROUCH END",NA,NA,"N8","D",69,3,3,1.9,246,155,"Very Poor","owner-occupied",51.582948,-0.123348,51,44,3,"hornsey","Thames Water",56400,"Haringey","rail",0,1,0,0.7071532,579000,447953.804933924,-0.226331943119301,0
737,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM3","E",83.91,5,5.1,3,423,244,"Average","owner-occupied",51.609746,0.236047,99,72,6,"harold wood","Essex & Suffolk Water",41500,"Havering","rail",0,1,0,1.3198536,348000,269070.259017201,-0.226809600525283,0
10021,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA7","E",161,7,9.9,3.4,347,119,"Average","owner-occupied",51.619686,-0.319474,63,99,5,"stanmore","Affinity Water",54300,"Harrow","tube",1,0,0,0.9606844,999000,772246.823802518,-0.226980156353836,0
14282,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE24","C",57,3,1.9,1.1,194,112,"Good","owner-occupied",51.442847,-0.106218,74,41,3,"tulse hill","Thames Water",55900,"Lambeth","rail",0,1,0,0.177099,5e+05,386340.223616601,-0.227319552766797,0
12290,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB3","D",94,6,4.3,1.5,258,87,"Good","owner-occupied",51.517092,-0.425033,60,37,5,"hayes and harlington","Affinity Water",49200,"Hillingdon","rail",0,1,0,1.099878,482000,372216.123172018,-0.227767379311165,0
11883,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM7","D",81,5,3.4,1.5,242,104,"Average","owner-occupied",51.586176,0.1587,77,21,6,"romford","Essex & Suffolk Water",46300,"Havering","light_rail",0,1,1,1.5758704,520000,401092.630157585,-0.228668018927721,0
12365,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"KT1","C",97.15,5,3.1,2.5,195,152,"Good","rental (private)",51.40804,-0.295036,107,12,6,"kingston","Thames Water",53300,"Kingston upon Thames","rail",0,1,0,0.7320092,662000,510287.407927497,-0.229173099807406,0
15630,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","D",64,3,3.2,1.7,285,146,"Average","owner-occupied",51.363796,-0.090907,101,66,5,"south croydon","Thames Water",51400,"Croydon","rail",0,1,0,0.1441648,315000,242748.465203644,-0.229369951734462,0
12131,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW11","C",146,6,5.6,5.4,167,159,"Average","owner-occupied",51.458792,-0.167861,117,17,2,"clapham junction","Thames Water",74000,"Wandsworth","light_rail",0,1,1,0.5791448,1721000,1324593.13817353,-0.230335189904981,0
8615,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"NW7","B",64,3,1.3,1.3,119,119,"Average","owner-occupied",51.614406,-0.205218,55,87,4,"mill hill east","Affinity Water",55000,"Barnet","tube",1,0,0,0.5660954,418000,321576.92376649,-0.23067721586964,0
13427,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"UB6","C",91,4,3.1,1.1,191,63,"Good","owner-occupied",51.533846,-0.362055,57,33,4,"greenford","Affinity Water",44800,"Ealing","tube",1,1,0,1.3770224,484000,372089.533139024,-0.231219972853257,0
5332,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM5","D",74.28,5,3,2.2,243,182,"Good","owner-occupied",51.608956,0.156691,79,39,6,"romford","Essex & Suffolk Water",45700,"Havering","light_rail",0,1,1,2.9802344,350000,269070.259017201,-0.231227831379424,0
5629,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SE24","D",159.46,10,7.1,6.9,193,189,"Good","rental (private)",51.456329,-0.089697,86,33,2,"north dulwich","Thames Water",53800,"Lambeth","rail",0,1,0,0.1249014,1559000,1197288.71549843,-0.232014935536605,0
1979,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG8","E",46,3,4.1,2.3,502,284,"Poor","owner-occupied",51.605785,0.052505,26,20,4,"woodford","Thames Water",53600,"Redbridge","tube",1,0,0,0.9470136,319000,244949.151149859,-0.232134322414236,0
15969,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"HA5","F",155,8,15,2.9,542,106,"Very Poor","owner-occupied",51.593909,-0.3753,8,67,5,"pinner","Affinity Water",68600,"Harrow","tube",1,0,0,0.5027126,1021000,783069.687096075,-0.233036545449486,0
14591,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SE20","D",122,4,4,1.7,188,80,"Average","owner-occupied",51.404917,-0.056845,67,44,4,"birkbeck","Thames Water",55700,"Bromley","light_rail",0,1,1,0.0173992,597000,457872.231320659,-0.233044838658863,0
15985,NA,NA,"F","N","L",NA,NA,NA,"STREATHAM",NA,NA,"SW16","E",101.64,4,6.7,5.1,392,297,"Very Poor","owner-occupied",51.430983,-0.119411,144,54,3,"streatham","Thames Water",53400,"Croydon","rail",0,1,0,0.8426184,463000,354976.261010367,-0.23331261120871,0
13739,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW4","D",173.57,7,8.4,8.2,229,222,"Poor","owner-occupied",51.45423,-0.138117,41,30,2,"clapham south","Thames Water",71500,"Lambeth","tube",1,0,0,0.6139432,1416000,1084976.69032712,-0.233773523780282,0
15810,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"HA2","C",138,7,3.7,1.9,151,78,"Good","owner-occupied",51.572946,-0.368009,163,53,5,"rayners lane","Affinity Water",60000,"Harrow","tube",1,0,0,0.3610334,629000,481420.323074755,-0.234625877464618,0
2269,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"DA15","D",104,6,4.3,1.5,236,78,"Average","owner-occupied",51.450419,0.092144,79,37,4,"falconwood","Thames Water",56500,"Bexley","rail",0,1,0,1.1893596,499000,381914.66044765,-0.234639959022745,0
11984,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA2","C",73,4,1.9,1.9,146,146,"Average","rental (private)",51.561994,-0.374562,90,41,5,"northolt park","Affinity Water",52200,"Harrow","rail",0,1,0,0.8314332,594000,454565.627845503,-0.234738000260097,0
6569,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"TW12","E",97,5,5.3,2.7,306,152,"Good","owner-occupied",51.41625,-0.371525,60,19,6,"hampton","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.0708396,709000,542406.878674923,-0.234969141502224,0
3028,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW4","D",79.81,4,3.6,3.3,235,212,"Very Poor","owner-occupied",51.456365,-0.141182,44,27,2,"clapham south","Thames Water",71500,"Lambeth","tube",1,0,0,0.459836,806000,616393.388299252,-0.235243935112591,0
1487,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW14","C",212,7,6.2,4.1,167,109,"Good","owner-occupied",51.462743,-0.260278,86,13,3,"mortlake","Thames Water",68200,"Richmond upon Thames","rail",0,1,0,0.7133672,1369000,1046056.61252481,-0.235897288148422,0
6200,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"W7","C",56,3,2.2,1.8,222,177,"Average","owner-occupied",51.518739,-0.338318,148,36,4,"drayton green","Thames Water",60200,"Ealing","rail",0,1,0,0.702182,458000,349953.90943253,-0.235908494688799,0
1245,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"SW20","C",198,6,5.9,4.3,156,112,"Good","owner-occupied",51.413627,-0.23623,19,19,4,"raynes park","Thames Water",75500,"Merton","rail",0,1,0,0.4921488,1499000,1145272.32179064,-0.235975769319117,0
5232,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE5","C",73,5,2.5,1.4,194,109,"Poor","rental (private)",51.473022,-0.085403,136,12,2,"denmark hill","Thames Water",56300,"Southwark","light_rail",0,1,1,0.5431036,584000,445728.030337728,-0.236767071339506,0
6457,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"EN4","E",243,9,13,8.8,297,204,"Average","owner-occupied",51.667163,-0.175171,74,106,6,"hadley wood","Affinity Water",52800,"Barnet","rail",0,1,0,0.4057742,2e+06,1523305.64715741,-0.238347176421297,0
12463,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"CR0","D",110,6,3.6,1.3,206,73,"Average","owner-occupied",51.374185,-0.032384,62,76,5,"west wickham","Thames Water",52300,"Croydon","rail",0,1,0,1.127841,646000,491609.825442086,-0.238994078263025,0
14971,NA,NA,"D","N","F",NA,NA,NA,NA,NA,NA,"DA14","D",366,11,17,9.3,228,126,"Poor","owner-occupied",51.430012,0.092264,6,52,5,"sidcup","Thames Water",48100,"Bexley","rail",0,1,0,1.0545158,924000,702493.320758068,-0.239725843335424,0
721,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E7","C",202,8,5.6,3.1,158,86,"Average","rental (private)",51.546692,0.027331,166,12,3,"forest gate","Thames Water",43300,"Newham","rail",0,1,0,0.410124,839000,637675.852640696,-0.239957267412758,0
6598,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",79,5,3.5,1.7,251,117,"Average","owner-occupied",51.596201,-0.00708,146,20,4,"wood street","Thames Water",56400,"Waltham Forest","light_rail",0,0,1,0.7326306,618000,469259.449245798,-0.240680502838515,0
7064,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"SW2","D",266,9,13,7.8,223,130,"Average","rental (private)",51.441259,-0.112586,31,58,3,"tulse hill","Thames Water",55900,"Lambeth","rail",0,1,0,0.3939676,1283000,973407.488005884,-0.241303594695336,0
2061,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","D",118,6,6,5.8,220,211,"Very Poor","owner-occupied",51.417176,-0.201146,91,19,3,"merton park","Thames Water",75100,"Merton","light_rail",0,0,1,0.267202,1279000,968764.056800959,-0.242561331664614,0
1346,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE18","C",51,3,2.1,2,108,101,"Good","rental (private)",51.495871,0.073265,85,6,4,"woolwich arsenal","Thames Water",52000,"Greenwich","light_rail",0,1,1,0.7077746,572000,433064.271252256,-0.242894630677874,0
3443,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"DA7","D",144,7,6,2.7,235,104,"Average","owner-occupied",51.468149,0.125828,129,48,5,"bexleyheath","Thames Water",57600,"Bexley","rail",0,1,0,0.540618,627000,473971.672129964,-0.244064318771987,0
6020,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"IG6","E",82,5,5,1.1,351,72,"Average","owner-occupied",51.606372,0.105706,97,37,4,"hainault","Thames Water",41800,"Redbridge","tube",1,0,0,0.7028034,456000,344430.542857274,-0.244669862155102,0
9593,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA2","C",44.89,2,1.6,1.4,218,184,"Good","rental (private)",51.568888,-0.356763,40,58,5,"south harrow","Affinity Water",54500,"Harrow","tube",1,0,0,0.3622762,244000,184295.152612095,-0.244691997491413,0
1403,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM6","C",80,5,2.7,0.9,192,58,"Good","owner-occupied",51.574595,0.134875,69,24,5,"chadwell heath","Essex & Suffolk Water",47800,"Redbridge","rail",0,1,0,0.6214,473000,357191.741889053,-0.244837754991431,0
5263,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N6","C",92,4,2.1,1.9,126,120,"Good","owner-occupied",51.571979,-0.140987,70,104,2,"archway","Thames Water",71300,"Camden","tube",1,0,0,0.5325398,967000,729184.656062722,-0.245931069221591,0
3888,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SM2","D",132,5,4.2,2,181,84,"Very Poor","owner-occupied",51.350874,-0.200039,115,83,5,"belmont","SES Water",67900,"Sutton","rail",0,1,0,0.4735068,620000,467485.522104366,-0.245991093380054,0
8470,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","F",181,7,11,2.8,405,106,"Very Poor","owner-occupied",51.375186,0.043094,58,78,5,"hayes","Thames Water",67300,"Bromley","rail",0,1,0,1.8604716,621000,467727.155345011,-0.246816174967776,0
6898,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N16","D",78.7,4,4.3,2.2,282,149,"Average","owner-occupied",51.561965,-0.078723,25,30,2,"stoke newington","Thames Water",57000,"Hackney","light_rail",0,0,1,0.540618,603000,454045.811047434,-0.247021872226478,0
13961,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW12","E",137,5,5.1,3,240,140,"Poor","owner-occupied",51.447094,-0.143444,22,26,3,"balham","Thames Water",64000,"Wandsworth","tube",1,1,0,0.5928156,688000,518003.034924773,-0.247088612027947,0
757,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","E",105,5,5.4,1.4,292,74,"Very Poor","owner-occupied",51.593179,-0.008656,154,22,4,"wood street","Thames Water",56400,"Waltham Forest","light_rail",0,0,1,0.6673836,703000,528761.419754035,-0.247850043024132,0
12682,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"CR2","C",68,3,3.1,2.6,262,221,"Average","owner-occupied",51.362811,-0.092858,75,62,5,"south croydon","Thames Water",61500,"Croydon","rail",0,1,0,0.0975598,306000,230010.264763594,-0.24833246809283,0
9298,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE20","D",61,3,3,1.1,277,105,"Very Poor","rental (private)",51.416564,-0.069426,153,63,3,"crystal palace","Thames Water",54200,"Bromley","light_rail",0,1,1,0.4020458,412000,309628.959452827,-0.248473399386343,0
7044,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","D",82,3,3.2,1,201,59,"Average","rental (private)",51.596662,-0.039229,209,20,3,"blackhorse road","Thames Water",50700,"Waltham Forest","tube",1,0,1,0.8115484,583000,438094.501825235,-0.248551454845223,0
14913,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE23","D",46,3,2.2,1.3,244,142,"Average","owner-occupied",51.448065,-0.046609,135,45,3,"honor oak park","Thames Water",60600,"Lewisham","light_rail",0,0,1,0.2864654,458000,344050.407128281,-0.248798237711176,0
1059,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW19","C",148,7,4.1,2.7,158,103,"Average","owner-occupied",51.409282,-0.203023,100,19,3,"merton park","Thames Water",72900,"Merton","light_rail",0,0,1,0.4517578,1128000,846960.668943546,-0.249148343135155,0
14424,NA,NA,"T","N","L",NA,NA,NA,NA,NA,NA,"CR0","D",96.6,6,4.9,4.4,271,240,"Average","owner-occupied",51.388276,-0.04358,70,49,3,"arena","Thames Water",56200,"Croydon","light_rail",0,0,1,1.2757342,504000,377913.603449339,-0.250171421727501,0
3534,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E8","D",93,4,4.6,1.5,278,87,"Good","owner-occupied",51.552649,-0.071038,123,26,2,"dalston kingsland","Thames Water",52000,"Hackney","light_rail",0,0,1,0.456729,589000,441388.878894908,-0.250613108837168,0
3624,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"E17","C",111,5,3,1.4,155,70,"Average","rental (private)",51.598533,-0.022645,120,15,3,"walthamstow central","Thames Water",54500,"Waltham Forest","tube",1,0,1,1.1700962,604000,452200.837446461,-0.251323116810495,0
11291,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR6","D",71,6,2.8,1,227,77,"Good","owner-occupied",51.365996,0.081903,43,89,6,"orpington","Thames Water",61600,"Bromley","rail",0,1,0,0.8743098,448000,334820.213042212,-0.252633453030777,0
12200,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"HA5","E",102,6,5.8,2.8,329,158,"Average","owner-occupied",51.581313,-0.384596,117,49,5,"eastcote","Affinity Water",75400,"Harrow","tube",2,0,0,0.8538036,614000,458837.427512829,-0.252707772780409,0
9776,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SM2","C",63,3,2,1.5,176,139,"Average","owner-occupied",51.355424,-0.19943,51,77,5,"sutton","SES Water",53300,"Sutton","rail",0,1,0,0.587223,304000,226683.301339269,-0.254331245594509,0
5083,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"E3","D",107,3,5.6,4.6,312,254,"Average","rental (social)",51.521583,-0.036012,86,13,2,"mile end","Thames Water",48000,"Tower Hamlets","tube",2,0,0,0.4778566,604000,450189.50581154,-0.254653136073609,0
7540,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"RM14","E",101,5,5.6,1.8,314,102,"Average","owner-occupied",51.552334,0.253932,54,22,6,"upminster","Essex & Suffolk Water",62500,"Havering","tube",1,0,1,0.8743098,557000,414742.150563865,-0.255400088754281,0
5730,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW17","E",77,4,4.7,2.6,297,165,"Average","owner-occupied",51.422339,-0.164123,42,19,3,"tooting","Thames Water",56300,"Wandsworth","rail",0,1,0,0.2063048,675000,501961.734068399,-0.256352986565334,0
9069,NA,NA,"F","N","L",NA,NA,NA,"HITHER GREEN",NA,NA,"SE13","E",80.91,3,3.9,3.9,318,336,"Good","rental (private)",51.449523,-0.005012,21,33,3,"hither green","Thames Water",55700,"Lewisham","rail",0,1,0,0.4530006,463000,343516.369588407,-0.258063996569315,0
12932,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM3","C",89,5,2.9,1.5,186,92,"Average","owner-occupied",51.609746,0.236047,99,72,6,"harold wood","Essex & Suffolk Water",41500,"Havering","rail",0,1,0,1.3198536,363000,269070.259017201,-0.258759617032503,0
2285,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SW15","C",124,5,3.3,1.6,153,73,"Very Poor","owner-occupied",51.448886,-0.229633,88,56,3,"southfields","Thames Water",52500,"Kingston upon Thames","tube",1,0,0,1.5211872,531000,393206.691392644,-0.259497756322704,0
1165,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW6","C",186,9,4.3,2.4,132,73,"Good","owner-occupied",51.480015,-0.205775,96,8,2,"parsons green","Thames Water",57600,"Hammersmith and Fulham","tube",1,0,0,0.5505604,1951000,1443253.44048331,-0.260249389808659,0
808,NA,NA,"S","N","F",NA,NA,NA,NA,NA,NA,"BR2","C",128,5,2.3,1.3,102,58,"Good","owner-occupied",51.401157,-0.003264,22,61,4,"shortlands","Thames Water",64600,"Bromley","rail",0,1,0,0.6947252,679000,501484.828279158,-0.261436188101387,0
2399,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA4","D",47.1,3,2.5,1.8,319,233,"Average","rental (private)",51.57505,-0.397387,66,50,5,"eastcote","Affinity Water",64600,"Hillingdon","tube",2,0,0,0.2442102,244000,180112.193642089,-0.261835271958654,0
1094,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA9","B",64,3,1.1,1.1,98,98,"Good","owner-occupied",51.559298,-0.284928,NA,45,4,"wembley stadium","Affinity Water",52500,"Brent","rail",0,1,0,0.2653378,365000,269131.825974013,-0.262652531578047,0
669,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"RM14","D",95,5,3.6,1.2,219,71,"Average","owner-occupied",51.571419,0.267721,85,29,6,"upminster","Essex & Suffolk Water",48100,"Havering","tube",1,0,1,1.5081378,455000,335344.080260902,-0.262980043382632,0
13931,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"HA3","C",42.74,2,1.7,1.3,236,187,"Very Poor","owner-occupied",51.594336,-0.330761,46,54,5,"harrow and wealdstone","Affinity Water",50600,"Brent","tube",2,1,1,0.260988,230000,169282.13768817,-0.26399070570361,0
13159,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"SE25","D",55.08,3,3.2,2.4,350,261,"Average","rental (private)",51.399068,-0.065301,45,42,3,"harrington road","Thames Water",48100,"Croydon","light_rail",0,0,1,0.2460744,353000,259796.756893807,-0.264031850159186,0
13236,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"N4","D",59,3,2.6,1.5,248,142,"Average","owner-occupied",51.580731,-0.10293,130,36,3,"harringay","Thames Water",55500,"Hackney","rail",0,1,0,0.2870868,612000,450363.113929124,-0.26411255893934,0
6207,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"BR3","D",129,6,5.2,2.8,230,122,"Average","owner-occupied",51.40718,-0.052366,75,40,3,"avenue road","Thames Water",55700,"Bromley","light_rail",0,0,1,0.1820702,582000,428277.27529613,-0.264128392961976,0
3091,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"TW9","D",52,2,3,1.5,331,166,"Average","owner-occupied",51.469629,-0.286349,77,9,3,"north sheen","Thames Water",61900,"Richmond upon Thames","rail",0,1,0,0.3765684,599000,440703.576574899,-0.264267818739735,0
11364,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"BR3","D",89,3,4.3,2.2,276,139,"Good","owner-occupied",51.421385,-0.030573,64,27,4,"new beckenham","Thames Water",56300,"Bromley","rail",0,1,0,0.4884204,417000,306470.447655794,-0.265058878523275,0
7686,NA,NA,"T","N","F",NA,NA,NA,NA,NA,NA,"SW18","D",202,7,6.8,3,226,104,"Average","owner-occupied",51.446197,-0.176247,57,33,3,"earlsfield","Thames Water",73500,"Wandsworth","rail",0,1,0,0.6263712,1662000,1221378.26236837,-0.265115365602666,0
8497,NA,NA,"F","N","L",NA,NA,NA,NA,NA,NA,"IG7","C",47,2,1.2,1.2,142,142,"Good","owner-occupied",51.612668,0.109146,15,53,4,"grange hill","Thames Water",41800,"Redbridge","tube",1,0,0,0.9824334,291000,213273.536036026,-0.267101250735306,0
